"順位","管理No","合計スコア"
"5449","KA070273","441"
"5450","TK060168","441"
"5451","KA080306","441"
"5452","KA100027","441"
"5453","IB040556","441"
"5454","KA070180","441"
"5455","CH040087","441"
"5456","KA070597","441"
"5457","IB080126","441"
"5458","GU030184","441"
"5459","KA170056","441"
"5460","TK130002","441"
"5461","KA110330","441"
"5462","NA030013","441"
"5463","KA110194","441"
"5464","KA070643","441"
"5465","KA070081","441"
"5466","KA070693","441"
"5467","KA010048","441"
"5468","IB040237","441"
"5469","GU030474","441"
"5470","CH020163","441"
"5471","KA010065","441"
"5472","KA010284","441"
"5473","TK130137","441"
"5474","KA070549","441"
"5475","TC030138","441"
"5476","TK040178","441"
"5477","KA150233","441"
"5478","CH020039","441"
"5479","CH020219","441"
"5480","CH020206","441"
"5481","KA070356","441"
"5482","KA100029","441"
"5483","KA020076","441"
"5484","KA070516","441"
"5485","KA170025","441"
"5486","GU030458","441"
"5487","TK060016","441"
"5488","TK130218","440"
"5489","KA180014","440"
"5490","GU030352","440"
"5491","TK040114","440"
"5492","KA070614","440"
"5493","KA070183","440"
"5494","CH040212","440"
"5495","CH020295","440"
"5496","CH020250","440"
"5497","IB010022","440"
"5498","KA070115","440"
"5499","TK140026","440"
"5500","GU030199","440"
"5501","IB040706","440"
"5502","KA110047","440"
"5503","TK060134","440"
"5504","KA010405","440"
"5505","CH040271","440"
"5506","TK060222","440"
"5507","KA070531","440"
"5508","KA040044","440"
"5509","IB040760","440"
"5510","IB080026","440"
"5511","SA090033","440"
"5512","KA170055","440"
"5513","KA030014","440"
"5514","YA040032","440"
"5515","IB040383","440"
"5516","TK130229","440"
"5517","KA160159","440"
"5518","CH020251","440"
"5519","IB040010","440"
"5520","CH010131","440"
"5521","TK120008","440"
"5522","KA080271","439"
"5523","KA070633","439"
"5524","GU040053","439"
"5525","YA010160","439"
"5526","TC030089","439"
"5527","IB090014","439"
"5528","KA080023","439"
"5529","TK040079","439"
"5530","TK050032","439"
"5531","CH040349","439"
"5532","NA030019","439"
"5533","KA160310","439"
"5534","CH040181","439"
"5535","GU030385","439"
"5536","CH040144","439"
"5537","CH020388","439"
"5538","IB100047","439"
"5539","KA110144","439"
"5540","CH040160","439"
"5541","GU030148","439"
"5542","KA010279","439"
"5543","YA040040","439"
"5544","IB100090","439"
"5545","KA110052","439"
"5546","TK090022","439"
"5547","CH040556","439"
"5548","GU020126","439"
"5549","KA070095","439"
"5550","TC030027","439"
"5551","CH020220","439"
"5552","IB040468","439"
"5553","CH020036","439"
"5554","KA150079","439"
"5555","YA010122","438"
"5556","IB050128","438"
"5557","SA020037","438"
"5558","CH040017","438"
"5559","NA060055","438"
"5560","IB040596","438"
"5561","KA070262","438"
"5562","TK040109","438"
"5563","CH020281","438"
"5564","IB040651","438"
"5565","GU020054","438"
"5566","CH020332","438"
"5567","GU030120","438"
"5568","TK060486","438"
"5569","CH040394","438"
"5570","IB040396","438"
"5571","CH020331","438"
"5572","KA010145","438"
"5573","KA070209","438"
"5574","CH020086","438"
"5575","KA120010","438"
"5576","IB040756","438"
"5577","GU030475","438"
"5578","KA110002","438"
"5579","YA040038","438"
"5580","KA070524","438"
"5581","YA040053","438"
"5582","CH040012","438"
"5583","TK060018","438"
"5584","IB070069","438"
"5585","IB040861","438"
"5586","GU040197","438"
"5587","KA150224","438"
"5588","GU020137","438"
"5589","GU030337","438"
"5590","KA160385","438"
"5591","SA050015","438"
"5592","CH010107","438"
"5593","TK140034","438"
"5594","KA160095","438"
"5595","KA020003","438"
"5596","GU040015","438"
"5597","KA160282","438"
"5598","KA110026","438"
"5599","IB040734","438"
"5600","TC030170","438"
"5601","GU030162","437"
"5602","CH020024","437"
"5603","KA070289","437"
"5604","KA080142","437"
"5605","TK170005","437"
"5606","CH040543","437"
"5607","CH040005","437"
"5608","KA070195","437"
"5609","CH040487","437"
"5610","CH020105","437"
"5611","IB100100","437"
"5612","CH040041","437"
"5613","NA010024","437"
"5614","KA010288","437"
"5615","IB040815","437"
"5616","KA110020","437"
"5617","TK040293","437"
"5618","SA020013","437"
"5619","SA020071","437"
"5620","TK130205","437"
"5621","IB040535","437"
"5622","IB040700","437"
"5623","KA070539","437"
"5624","TK040090","437"
"5625","NA060053","437"
"5626","CH040607","437"
"5627","CH020140","437"
"5628","GU030353","437"
"5629","IB080115","436"
"5630","GU030362","436"
"5631","IB040548","436"
"5632","KA020047","436"
"5633","IB050116","436"
"5634","GU010111","436"
"5635","KA040063","436"
"5636","KA070474","436"
"5637","CH020360","436"
"5638","GU020304","436"
"5639","CH040040","436"
"5640","KA070600","436"
"5641","KA160297","436"
"5642","NA060059","436"
"5643","NA060091","436"
"5644","KA070709","436"
"5645","TK060014","436"
"5646","IB040034","436"
"5647","IB040761","436"
"5648","IB040497","436"
"5649","GU050022","436"
"5650","IB040430","436"
"5651","NA030165","436"
"5652","IB040615","436"
"5653","NA010088","436"
"5654","GU030326","436"
"5655","TK060403","436"
"5656","KA020060","436"
"5657","KA170054","436"
"5658","IB070090","436"
"5659","TC030134","436"
"5660","KA100046","435"
"5661","KA160369","435"
"5662","KA080218","435"
"5663","KA010449","435"
"5664","KA160289","435"
"5665","KA160179","435"
"5666","KA160314","435"
"5667","KA070511","435"
"5668","KA070203","435"
"5669","KA070716","435"
"5670","KA010436","435"
"5671","NA030072","435"
"5672","TK130058","435"
"5673","CH020054","435"
"5674","KA150126","435"
"5675","CH010046","435"
"5676","IB080160","435"
"5677","TK060017","435"
"5678","TK040290","435"
"5679","IB040900","435"
"5680","IB080025","435"
"5681","NA030020","435"
"5682","IB040154","435"
"5683","TK060279","435"
"5684","KA010319","435"
"5685","KA160120","435"
"5686","TK130050","435"
"5687","TK040177","435"
"5688","CH020104","435"
"5689","KA160036","435"
"5690","IB050118","435"
"5691","IB040405","435"
"5692","KA010474","435"
"5693","KA070668","435"
"5694","KA110232","434"
"5695","IB040873","434"
"5696","KA080232","434"
"5697","CH020072","434"
"5698","KA080373","434"
"5699","IB040731","434"
"5700","GU030484","434"
"5701","CH010062","434"
"5702","KA020084","434"
"5703","KA030003","434"
"5704","GU030390","434"
"5705","KA070631","434"
"5706","TK060431","434"
"5707","KA070177","434"
"5708","TK130027","434"
"5709","GU030452","434"
"5710","CH040559","434"
"5711","IB050108","434"
"5712","KA160003","434"
"5713","GU030027","434"
"5714","YA010219","434"
"5715","NA060011","434"
"5716","CH040254","434"
"5717","IB040729","434"
"5718","KA020087","434"
"5719","KA160367","434"
"5720","IB090047","434"
"5721","CH020095","434"
"5722","KA070705","434"
"5723","IB080158","434"
"5724","IB090052","434"
"5725","TK060132","434"
"5726","IB040425","434"
"5727","KA070465","434"
"5728","KA020010","434"
"5729","IB070085","434"
"5730","TK060523","433"
"5731","KA110457","433"
"5732","GU030215","433"
"5733","IB090042","433"
"5734","IB040832","433"
"5735","TK060394","433"
"5736","IB040850","433"
"5737","GU030476","433"
"5738","GU030119","433"
"5739","SA050010","433"
"5740","GU030294","433"
"5741","IB080080","433"
"5742","NA030161","433"
"5743","IB100046","433"
"5744","CH040343","433"
"5745","CH020049","433"
"5746","CH020278","433"
"5747","KA160108","433"
"5748","CH040138","433"
"5749","KA070360","433"
"5750","IB040915","433"
"5751","SA020047","433"
"5752","KA040061","433"
"5753","IB100042","433"
"5754","KA140023","433"
"5755","TK060568","433"
"5756","GU020206","433"
"5757","KA070391","433"
"5758","KA110223","433"
"5759","IB040916","433"
"5760","KA120077","433"
"5761","GU040153","432"
"5762","NA030137","432"
"5763","TK060348","432"
"5764","KA070605","432"
"5765","KA180005","432"
"5766","KA110116","432"
"5767","CH040108","432"
"5768","NA060121","432"
"5769","GU040215","432"
"5770","CH040573","432"
"5771","YA010042","432"
"5772","SA130007","432"
"5773","GU020004","432"
"5774","IB090056","432"
"5775","TK060323","432"
"5776","KA030023","432"
"5777","NA060103","432"
"5778","GU030023","432"
"5779","IB080085","432"
"5780","IB040117","432"
"5781","KA080008","432"
"5782","KA080378","432"
"5783","TK150046","432"
"5784","KA150158","432"
"5785","NA010018","432"
"5786","GU010078","432"
"5787","NA030073","432"
"5788","KA080145","432"
"5789","KA070677","432"
"5790","KA070042","431"
"5791","KA070453","431"
"5792","KA040059","431"
"5793","TK040248","431"
"5794","TK130132","431"
"5795","IB040768","431"
"5796","IB070035","431"
"5797","KA110296","431"
"5798","CH020042","431"
"5799","IB040068","431"
"5800","KA110183","431"
"5801","TK060325","431"
"5802","NA010032","431"
"5803","KA080377","431"
"5804","GU020362","431"
"5805","NA060173","431"
"5806","KA130034","431"
"5807","KA110060","431"
"5808","CH040475","431"
"5809","GU030398","431"
"5810","TK130140","431"
"5811","CH020127","431"
"5812","GU020146","431"
"5813","CH010007","431"
"5814","IB040368","431"
"5815","CH020221","431"
"5816","KA110131","431"
"5817","KA160082","431"
"5818","KA150275","431"
"5819","CH020151","431"
"5820","KA160199","431"
"5821","IB080161","431"
"5822","KA100034","431"
"5823","TK060181","431"
"5824","TK060434","431"
"5825","IB040037","431"
"5826","CH020252","431"
"5827","KA150127","431"
"5828","IB050112","431"
"5829","IB040129","431"
"5830","KA070060","430"
"5831","KA110038","430"
"5832","IB040040","430"
"5833","KA010437","430"
"5834","CH010149","430"
"5835","KA080152","430"
"5836","KA080153","430"
"5837","GU030282","430"
"5838","IB040362","430"
"5839","TK140030","430"
"5840","KA070504","430"
"5841","KA070336","430"
"5842","KA110311","430"
"5843","IB040767","430"
"5844","SA020067","430"
"5845","KA070448","430"
"5846","KA160256","430"
"5847","IB040297","430"
"5848","CH020357","430"
"5849","IB040183","430"
"5850","IB040689","430"
"5851","CH020118","430"
"5852","CH040308","430"
"5853","KA070568","430"
"5854","CH040488","430"
"5855","TK060084","430"
"5856","KA110235","430"
"5857","YA010085","430"
"5858","TK040141","430"
"5859","CH020062","430"
"5860","KA010310","430"
"5861","CH030041","430"
"5862","CH040345","430"
"5863","CH040320","430"
"5864","IB090060","430"
"5865","GU020005","429"
"5866","CH040125","429"
"5867","IB100017","429"
"5868","CH040085","429"
"5869","YA010210","429"
"5870","NA030028","429"
"5871","KA070649","429"
"5872","IB040458","429"
"5873","KA070004","429"
"5874","GU020276","429"
"5875","TK130091","429"
"5876","IB090019","429"
"5877","GU030002","429"
"5878","SA010022","429"
"5879","IB040418","429"
"5880","CH030006","429"
"5881","GU030021","429"
"5882","KA110242","429"
"5883","KA160051","429"
"5884","GU030399","429"
"5885","KA070064","429"
"5886","TK050080","429"
"5887","GU020307","429"
"5888","NA060157","429"
"5889","TK060247","429"
"5890","KA070498","429"
"5891","KA070322","429"
"5892","GU020075","428"
"5893","NA060104","428"
"5894","IB040350","428"
"5895","KA110143","428"
"5896","IB010013","428"
"5897","KA170012","428"
"5898","IB040635","428"
"5899","KA150173","428"
"5900","IB100067","428"
"5901","TK130060","428"
"5902","GU030182","428"
"5903","GU040212","428"
"5904","GU030156","428"
"5905","IB040169","428"
"5906","KA040023","428"
"5907","KA110111","428"
"5908","KA110055","428"
"5909","IB040582","428"
"5910","TC030187","428"
"5911","CH020094","428"
"5912","IB040124","428"
"5913","KA010446","428"
"5914","TK090013","428"
"5915","IB040387","428"
"5916","GU030401","428"
"5917","CH020037","428"
"5918","KA010232","428"
"5919","YA010211","428"
"5920","IB040626","428"
"5921","CH020253","428"
"5922","KA070325","428"
"5923","KA160374","427"
"5924","GU030088","427"
"5925","CH020254","427"
"5926","GU010127","427"
"5927","TK130192","427"
"5928","KA110247","427"
"5929","IB010084","427"
"5930","KA170007","427"
"5931","KA130018","427"
"5932","IB040544","427"
"5933","CH020060","427"
"5934","TK060206","427"
"5935","CH040146","427"
"5936","KA080244","427"
"5937","YA010207","427"
"5938","TC030120","427"
"5939","TC030121","427"
"5940","KA150039","427"
"5941","KA010372","427"
"5942","KA160093","427"
"5943","KA070628","427"
"5944","GU040013","427"
"5945","SA010060","427"
"5946","KA110319","427"
"5947","KA070508","427"
"5948","KA070610","427"
"5949","IB040806","427"
"5950","CH020222","427"
"5951","CH020124","427"
"5952","KA080040","427"
"5953","NA030113","427"
"5954","KA080050","427"
"5955","KA010054","426"
"5956","KA070329","426"
"5957","CH040336","426"
"5958","KA070150","426"
"5959","KA150013","426"
"5960","KA070609","426"
"5961","TK140036","426"
"5962","CH020287","426"
"5963","YA010103","426"
"5964","KA110317","426"
"5965","KA070049","426"
"5966","KA160324","426"
"5967","KA160105","426"
"5968","YA010079","426"
"5969","GU040082","426"
"5970","TK050050","426"
"5971","GU030388","426"
"5972","NA010091","426"
"5973","TK130070","426"
"5974","SA020040","426"
"5975","KA080275","426"
"5976","NA060100","426"
"5977","IB080010","426"
"5978","CH040257","426"
"5979","NA030063","426"
"5980","GU020153","426"
"5981","NA010044","426"
"5982","IB040855","426"
"5983","NA060017","426"
"5984","TK060410","426"
"5985","KA070626","426"
"5986","IB040930","426"
"5987","KA110136","426"
"5988","KA140025","426"
"5989","CH010010","426"
"5990","TK140040","426"
"5991","KA070272","426"
"5992","TK130283","426"
"5993","KA010066","426"
"5994","NA030076","426"
"5995","KA160332","425"
"5996","CH040061","425"
"5997","TC040009","425"
"5998","GU020356","425"
"5999","KA160308","425"
"6000","IB090048","425"
"6001","KA010289","425"
"6002","KA080163","425"
"6003","KA010272","425"
"6004","GU050033","425"
"6005","NA070002","425"
"6006","GU020264","425"
"6007","GU030323","425"
"6008","TC030126","425"
"6009","TK130189","425"
"6010","TK130182","425"
"6011","IB020020","425"
"6012","KA070650","425"
"6013","IB040871","425"
"6014","IB080124","425"
"6015","TC030014","425"
"6016","GU010098","425"
"6017","TK040030","425"
"6018","IB040791","425"
"6019","KA020022","425"
"6020","IB040853","425"
"6021","NA030040","425"
"6022","KA010277","424"
"6023","IB100081","424"
"6024","CH030001","424"
"6025","KA010115","424"
"6026","GU030038","424"
"6027","TK060166","424"
"6028","IB040892","424"
"6029","IB040931","424"
"6030","TC030007","424"
"6031","TK040127","424"
"6032","KA070206","424"
"6033","NA060139","424"
"6034","TK060008","424"
"6035","NA010027","424"
"6036","IB040659","424"
"6037","NA030064","424"
"6038","KA080032","424"
"6039","TK060103","424"
"6040","IB040639","424"
"6041","GU020104","424"
"6042","CH040433","424"
"6043","KA110228","424"
"6044","TK060445","424"
"6045","CH020110","424"
"6046","CH020156","424"
"6047","KA010342","424"
"6048","NA070006","424"
"6049","KA080035","424"
"6050","KA110386","424"
"6051","TK040283","424"
"6052","IB050109","424"
"6053","KA160185","424"
"6054","CH040287","424"
"6055","IB040291","424"
"6056","TK060216","424"
"6057","KA080350","423"
"6058","CH010096","423"
"6059","KA010462","423"
"6060","NA060079","423"
"6061","IB090039","423"
"6062","CH040242","423"
"6063","TC030096","423"
"6064","GU050026","423"
"6065","KA010189","423"
"6066","KA010459","423"
"6067","GU040166","423"
"6068","IB040644","423"
"6069","YA010027","423"
"6070","TK060180","423"
"6071","CH010026","423"
"6072","GU030138","423"
"6073","KA070699","423"
"6074","IB040518","423"
"6075","TK130014","423"
"6076","CH010064","423"
"6077","SA020001","423"
"6078","GU040194","423"
"6079","SA060007","423"
"6080","GU010017","423"
"6081","KA160029","423"
"6082","KA010019","423"
"6083","TK060308","423"
"6084","CH040299","423"
"6085","CH040469","423"
"6086","GU040077","422"
"6087","CH020133","422"
"6088","TC030039","422"
"6089","IB050105","422"
"6090","CH040592","422"
"6091","GU030123","422"
"6092","KA030007","422"
"6093","GU030430","422"
"6094","IB040143","422"
"6095","CH040406","422"
"6096","GU030151","422"
"6097","KA110134","422"
"6098","KA160328","422"
"6099","TK060061","422"
"6100","GU030060","422"
"6101","KA010020","422"
"6102","KA110459","422"
"6103","CH010073","422"
"6104","TK040082","422"
"6105","KA160255","422"
"6106","IB050151","422"
"6107","KA010050","422"
"6108","CH030068","422"
"6109","GU030346","422"
"6110","YA010142","422"
"6111","GU030080","422"
"6112","IB040679","422"
"6113","GU020241","422"
"6114","GU020243","422"
"6115","IB080058","422"
"6116","KA120013","422"
"6117","IB040819","422"
"6118","YA010143","422"
"6119","CH020213","422"
"6120","KA110032","422"
"6121","KA160206","422"
"6122","CH040070","422"
"6123","IB040301","422"
"6124","KA070027","422"
"6125","CH020091","422"
"6126","KA160074","422"
"6127","IB010083","422"
"6128","IB100076","422"
"6129","KA070422","422"
"6130","KA070022","421"
"6131","SA020036","421"
"6132","GU010068","421"
"6133","KA020094","421"
"6134","TK060185","421"
"6135","KA110270","421"
"6136","KA150094","421"
"6137","TK150002","421"
"6138","KA100003","421"
"6139","IB040563","421"
"6140","YA010164","421"
"6141","CH020387","421"
"6142","KA090002","421"
"6143","NA060113","421"
"6144","KA070035","421"
"6145","KA110073","421"
"6146","GU030403","421"
"6147","SA010066","421"
"6148","IB040166","421"
"6149","KA150207","421"
"6150","NA030149","421"
"6151","KA150216","421"
"6152","NA030009","421"
"6153","CH020324","421"
"6154","KA040062","421"
"6155","TK040263","421"
"6156","TK060424","421"
"6157","YA010197","421"
"6158","GU030193","421"
"6159","GU020189","421"
"6160","GU030200","421"
"6161","GU030304","421"
"6162","TK140020","421"
"6163","IB040558","421"
"6164","IB040158","421"
"6165","KA100012","421"
"6166","GU020303","420"
"6167","CH040104","420"
"6168","GU040047","420"
"6169","KA080376","420"
"6170","GU010123","420"
"6171","IB080121","420"
"6172","NA030109","420"
"6173","KA110273","420"
"6174","CH010075","420"
"6175","IB040372","420"
"6176","KA010104","420"
"6177","CH020350","420"
"6178","GU030316","420"
"6179","KA020021","420"
"6180","TK130230","420"
"6181","KA110042","420"
"6182","IB040186","420"
"6183","KA010423","420"
"6184","IB040699","420"
"6185","NA030162","420"
"6186","IB040190","420"
"6187","NA060027","420"
"6188","NA010078","420"
"6189","IB040594","420"
"6190","IB010043","420"
"6191","IB040669","420"
"6192","TK130087","420"
"6193","IB090031","420"
"6194","IB040918","420"
"6195","TK130165","419"
"6196","IB050100","419"
"6197","SA010076","419"
"6198","TK060075","419"
"6199","CH010155","419"
"6200","KA010082","419"
"6201","TK060381","419"
"6202","CH020309","419"
"6203","KA080024","419"
"6204","GU020332","419"
"6205","TK130145","419"
"6206","IB040319","419"
"6207","NA060142","419"
"6208","KA170039","419"
"6209","CH040246","419"
"6210","KA170065","419"
"6211","IB040848","419"
"6212","YA040009","419"
"6213","KA010092","419"
"6214","YA040070","419"
"6215","KA160008","419"
"6216","TK150016","419"
"6217","YA040042","419"
"6218","TK050091","419"
"6219","GU030205","419"
"6220","KA070439","419"
"6221","CH020131","419"
"6222","CH010145","419"
"6223","SA010012","419"
"6224","SA020043","419"
"6225","NA030057","419"
"6226","TK130068","419"
"6227","NA010035","419"
"6228","KA070433","419"
"6229","IB040702","419"
"6230","TK060330","419"
"6231","KA010426","418"
"6232","YA010191","418"
"6233","KA150201","418"
"6234","KA070266","418"
"6235","KA160378","418"
"6236","IB040385","418"
"6237","TK040136","418"
"6238","CH040567","418"
"6239","CH030033","418"
"6240","CH020242","418"
"6241","CH020160","418"
"6242","CH040182","418"
"6243","IB040488","418"
"6244","KA070375","418"
"6245","KA160160","418"
"6246","GU040206","418"
"6247","IB040762","418"
"6248","KA070106","418"
"6249","KA070279","418"
"6250","GU030179","418"
"6251","KA070261","418"
"6252","GU030135","418"
"6253","CH040586","418"
"6254","TC030167","418"
"6255","GU010106","418"
"6256","CH040425","418"
"6257","KA080231","418"
"6258","TK130121","418"
"6259","TC030154","418"
"6260","KA120069","418"
"6261","YA010077","418"
"6262","KA070165","418"
"6263","KA150184","418"
"6264","TK130074","418"
"6265","NA030101","418"
"6266","CH020159","418"
"6267","GU030177","417"
"6268","KA070584","417"
"6269","KA180029","417"
"6270","KA110065","417"
"6271","CH020093","417"
"6272","KA150232","417"
"6273","TK040048","417"
"6274","YA010171","417"
"6275","IB040792","417"
"6276","TK060565","417"
"6277","KA070344","417"
"6278","KA070553","417"
"6279","GU040080","417"
"6280","IB040658","417"
"6281","GU010145","417"
"6282","GU020084","417"
"6283","TK130219","417"
"6284","KA070481","417"
"6285","KA070711","417"
"6286","CH040377","417"
"6287","GU040162","417"
"6288","GU040088","417"
"6289","KA120093","417"
"6290","GU030457","417"
"6291","TC030112","417"
"6292","CH010028","417"
"6293","KA170068","417"
"6294","CH020223","417"
"6295","KA070006","417"
"6296","KA070299","417"
"6297","CH010008","416"
"6298","IB050132","416"
"6299","TK140012","416"
"6300","GU030104","416"
"6301","TK060291","416"
"6302","CH020224","416"
"6303","CH020389","416"
"6304","IB040640","416"
"6305","IB040209","416"
"6306","GU030213","416"
"6307","KA070260","416"
"6308","KA070638","416"
"6309","GU030490","416"
"6310","IB040082","416"
"6311","CH040342","416"
"6312","TK060366","416"
"6313","TC030086","416"
"6314","IB040547","416"
"6315","CH040334","416"
"6316","KA150040","416"
"6317","TK060301","416"
"6318","KA070348","416"
"6319","KA160005","416"
"6320","SA130010","416"
"6321","KA110321","416"
"6322","KA110018","416"
"6323","TC040005","416"
"6324","KA020057","415"
"6325","KA040010","415"
"6326","KA150018","415"
"6327","KA020062","415"
"6328","GU030163","415"
"6329","IB040063","415"
"6330","CH030073","415"
"6331","CH020019","415"
"6332","TK050123","415"
"6333","IB040469","415"
"6334","IB040812","415"
"6335","NA060051","415"
"6336","CH040463","415"
"6337","KA160032","415"
"6338","GU040198","415"
"6339","KA040078","415"
"6340","GU010094","415"
"6341","IB100020","415"
"6342","TC030205","415"
"6343","KA130017","415"
"6344","KA070361","415"
"6345","KA160290","415"
"6346","CH040608","415"
"6347","GU020200","415"
"6348","IB040512","415"
"6349","IB040055","415"
"6350","SA020058","415"
"6351","TK140017","415"
"6352","GU030059","414"
"6353","KA110225","414"
"6354","KA010073","414"
"6355","CH040416","414"
"6356","CH040095","414"
"6357","IB080060","414"
"6358","CH040222","414"
"6359","KA080118","414"
"6360","KA120045","414"
"6361","CH040373","414"
"6362","CH040068","414"
"6363","GU030442","414"
"6364","KA070557","414"
"6365","CH010093","414"
"6366","KA110096","414"
"6367","TK040151","414"
"6368","GU020149","414"
"6369","IB080008","414"
"6370","TK130126","414"
"6371","TK130033","414"
"6372","IB040567","414"
"6373","KA150085","414"
"6374","TK060536","414"
"6375","KA080205","414"
"6376","KA070108","414"
"6377","CH020300","414"
"6378","GU030371","414"
"6379","KA160303","414"
"6380","IB040457","414"
"6381","KA160125","414"
"6382","CH040118","414"
"6383","IB040140","414"
"6384","IB090062","414"
"6385","GU040158","414"
"6386","IB080135","414"
"6387","KA160158","414"
"6388","TK060096","414"
"6389","TK060444","414"
"6390","CH020359","414"
"6391","GU030181","414"
"6392","KA080310","414"
"6393","CH030044","414"
"6394","KA130029","413"
"6395","KA110255","413"
"6396","TK140019","413"
"6397","SA020041","413"
"6398","NA030062","413"
"6399","KA150252","413"
"6400","SA130017","413"
"6401","CH040028","413"
"6402","IB100080","413"
"6403","IB040856","413"
"6404","IB040546","413"
"6405","CH040426","413"
"6406","CH040178","413"
"6407","KA080213","413"
"6408","IB040477","413"
"6409","KA020020","413"
"6410","TK050119","413"
"6411","KA010320","413"
"6412","KA070418","413"
"6413","TK130018","413"
"6414","IB040875","413"
"6415","IB040877","413"
"6416","CH020020","413"
"6417","GU030310","413"
"6418","TK040174","413"
"6419","KA070421","413"
"6420","KA070688","413"
"6421","TK140045","413"
"6422","KA050008","413"
"6423","CH010118","413"
"6424","TK060561","413"
"6425","KA070063","413"
"6426","GU040011","413"
"6427","IB050083","413"
"6428","SA100015","413"
"6429","KA080159","413"
"6430","TK170006","412"
"6431","IB080087","412"
"6432","GU030246","412"
"6433","TK040044","412"
"6434","IB010078","412"
"6435","KA070076","412"
"6436","KA150253","412"
"6437","CH040045","412"
"6438","CH040382","412"
"6439","KA070065","412"
"6440","KA160050","412"
"6441","KA080372","412"
"6442","GU050031","412"
"6443","SA020035","412"
"6444","KA070696","412"
"6445","TK130046","412"
"6446","GU030096","412"
"6447","CH040008","412"
"6448","KA010046","412"
"6449","KA160357","412"
"6450","TK130124","412"
"6451","GU030230","412"
"6452","IB040229","412"
"6453","TK130071","412"
"6454","IB070012","412"
"6455","CH040427","412"
"6456","TK040150","412"
"6457","CH020216","412"
"6458","CH010067","412"
"6459","KA110053","412"
"6460","IB040078","412"
"6461","CH020333","412"
"6462","IB040655","412"
"6463","CH040392","412"
"6464","CH040056","412"
"6465","KA110011","412"
"6466","CH020243","412"
"6467","GU030376","411"
"6468","YA010038","411"
"6469","GU020342","411"
"6470","GU030336","411"
"6471","CH040129","411"
"6472","NA010069","411"
"6473","CH020215","411"
"6474","CH010070","411"
"6475","GU040152","411"
"6476","IB040710","411"
"6477","TK130001","411"
"6478","GU020008","411"
"6479","TK060334","411"
"6480","KA160295","411"
"6481","KA020069","411"
"6482","TK060564","411"
"6483","TK040266","411"
"6484","IB040453","411"
"6485","CH020051","411"
"6486","KA010345","411"
"6487","KA070144","410"
"6488","KA010460","410"
"6489","CH010137","410"
"6490","IB040736","410"
"6491","GU030126","410"
"6492","GU030429","410"
"6493","CH020297","410"
"6494","KA160352","410"
"6495","IB080092","410"
"6496","YA010172","410"
"6497","IB080144","410"
"6498","KA160358","410"
"6499","GU030050","410"
"6500","TK130077","410"
"6501","YA010133","410"
"6502","TK090017","410"
"6503","KA010293","410"
"6504","TK040037","410"
"6505","TK060217","410"
"6506","KA070023","410"
"6507","TK060285","410"
"6508","IB080056","410"
"6509","GU030228","410"
"6510","TK090030","410"
"6511","KA160271","410"
"6512","GU030087","410"
"6513","TK130084","410"
"6514","TC030166","410"
"6515","CH030066","410"
"6516","CH020191","410"
"6517","SA130031","409"
"6518","YA010017","409"
"6519","IB080156","409"
"6520","TK130108","409"
"6521","IB100054","409"
"6522","GU030007","409"
"6523","TK100002","409"
"6524","GU020305","409"
"6525","KA180001","409"
"6526","KA150198","409"
"6527","KA170017","409"
"6528","TK060068","409"
"6529","KA150069","409"
"6530","IB090018","409"
"6531","NA030068","409"
"6532","GU030393","409"
"6533","TK040023","409"
"6534","KA160066","409"
"6535","KA070704","409"
"6536","KA070309","409"
"6537","KA070031","409"
"6538","TK060382","409"
"6539","KA010475","409"
"6540","IB040480","409"
"6541","GU020204","409"
"6542","GU030031","409"
"6543","KA070612","408"
"6544","IB070004","408"
"6545","KA160001","408"
"6546","GU020050","408"
"6547","TK130245","408"
"6548","TK060129","408"
"6549","KA070359","408"
"6550","KA150177","408"
"6551","TK140010","408"
"6552","IB100094","408"
"6553","KA110378","408"
"6554","CH030028","408"
"6555","KA160275","408"
"6556","TK040242","408"
"6557","TK050098","408"
"6558","IB040370","408"
"6559","IB040874","408"
"6560","CH020279","408"
"6561","GU030378","408"
"6562","GU030466","408"
"6563","KA110009","408"
"6564","GU010069","408"
"6565","CH020334","408"
"6566","IB040367","407"
"6567","TK060198","407"
"6568","CH020225","407"
"6569","IB040549","407"
"6570","GU020321","407"
"6571","CH020288","407"
"6572","TK050047","407"
"6573","IB050115","407"
"6574","GU010099","407"
"6575","KA110005","407"
"6576","IB040056","407"
"6577","TC030043","407"
"6578","KA010175","407"
"6579","NA010006","407"
"6580","KA150263","407"
"6581","KA070663","407"
"6582","KA080288","407"
"6583","IB040439","407"
"6584","IB040527","407"
"6585","GU030142","407"
"6586","TC030149","407"
"6587","GU030397","407"
"6588","KA160017","407"
"6589","NA030160","407"
"6590","IB040718","407"
"6591","KA110027","407"
"6592","IB040406","406"
"6593","CH010051","406"
"6594","KA070083","406"
"6595","KA110080","406"
"6596","IB040824","406"
"6597","TK060265","406"
"6598","KA110090","406"
"6599","TK140021","406"
"6600","GU030455","406"
"6601","TK060191","406"
"6602","CH020384","406"
"6603","KA070490","406"
"6604","YA010152","406"
"6605","TK060310","406"
"6606","IB040677","406"
"6607","GU030196","406"
"6608","CH020335","406"
"6609","TK060297","406"
"6610","KA070378","406"
"6611","IB040643","406"
"6612","IB040177","406"
"6613","GU040051","406"
