"順位","管理No","合計スコア"
"2507","KA150015","520"
"2508","IB040755","520"
"2509","KA080294","520"
"2510","NA060084","520"
"2511","TC040020","520"
"2512","IB040782","520"
"2513","CH040136","520"
"2514","IB040611","520"
"2515","YA010117","520"
"2516","TC030060","520"
"2517","KA100002","520"
"2518","KA110474","520"
"2519","KA110251","520"
"2520","IB040529","520"
"2521","TC030114","520"
"2522","KA070555","520"
"2523","KA080366","520"
"2524","YA010180","520"
"2525","KA110340","520"
"2526","KA070039","520"
"2527","KA110297","520"
"2528","GU020261","520"
"2529","SA020066","520"
"2530","TC030038","520"
"2531","KA080122","520"
"2532","TK140042","520"
"2533","CH040102","520"
"2534","KA010370","520"
"2535","TK130243","520"
"2536","CH040164","520"
"2537","IB040781","520"
"2538","KA140027","519"
"2539","KA110137","519"
"2540","IB040113","519"
"2541","SA090019","519"
"2542","KA180009","519"
"2543","KA040018","519"
"2544","KA110278","519"
"2545","IB090011","519"
"2546","KA150031","519"
"2547","KA040056","519"
"2548","KA120025","519"
"2549","IB070001","519"
"2550","KA160315","519"
"2551","NA010039","519"
"2552","CH040195","519"
"2553","KA160361","519"
"2554","CH030037","519"
"2555","KA080283","519"
"2556","CH020381","519"
"2557","TK130101","519"
"2558","KA150016","519"
"2559","IB020010","519"
"2560","IB070022","519"
"2561","IB080051","519"
"2562","KA070393","519"
"2563","KA070367","519"
"2564","CH010013","519"
"2565","IB040595","519"
"2566","KA110248","519"
"2567","YA010136","519"
"2568","GU010133","519"
"2569","KA160209","519"
"2570","CH040196","519"
"2571","IB080095","519"
"2572","NA060151","518"
"2573","CH040449","518"
"2574","KA070110","518"
"2575","CH010160","518"
"2576","KA120091","518"
"2577","KA020071","518"
"2578","NA010041","518"
"2579","NA030035","518"
"2580","KA120059","518"
"2581","CH040525","518"
"2582","IB080019","518"
"2583","KA180004","518"
"2584","KA070341","518"
"2585","NA030070","518"
"2586","TK060224","518"
"2587","CH040263","518"
"2588","KA150130","518"
"2589","KA020091","518"
"2590","GU050024","518"
"2591","GU020187","518"
"2592","KA160173","518"
"2593","KA070285","518"
"2594","CH010164","518"
"2595","IB080002","518"
"2596","IB080163","518"
"2597","GU030342","518"
"2598","KA080059","518"
"2599","KA080379","518"
"2600","KA120011","518"
"2601","TK050076","518"
"2602","YA040073","518"
"2603","CH040341","518"
"2604","TK130232","518"
"2605","YA010157","518"
"2606","NA030087","518"
"2607","TK140024","518"
"2608","YA010118","517"
"2609","YA010190","517"
"2610","KA160035","517"
"2611","KA150170","517"
"2612","KA110411","517"
"2613","IB080129","517"
"2614","GU030167","517"
"2615","GU010032","517"
"2616","IB010056","517"
"2617","CH040220","517"
"2618","KA150214","517"
"2619","CH020377","517"
"2620","KA110414","517"
"2621","GU020343","517"
"2622","IB070091","517"
"2623","KA010246","517"
"2624","CH040014","517"
"2625","KA160135","517"
"2626","KA070670","517"
"2627","KA070435","517"
"2628","GU020176","517"
"2629","KA120095","517"
"2630","IB040550","517"
"2631","CH010114","517"
"2632","TK040247","517"
"2633","IB040618","517"
"2634","KA160276","517"
"2635","KA110463","517"
"2636","KA160309","517"
"2637","IB080146","517"
"2638","CH020150","516"
"2639","KA150210","516"
"2640","TK040175","516"
"2641","SA010063","516"
"2642","CH040443","516"
"2643","IB080049","516"
"2644","CH010138","516"
"2645","CH040029","516"
"2646","CH040340","516"
"2647","CH010095","516"
"2648","IB040790","516"
"2649","CH040581","516"
"2650","IB010061","516"
"2651","KA110312","516"
"2652","KA080367","516"
"2653","NA030052","516"
"2654","TK130179","516"
"2655","IB010010","516"
"2656","GU010115","516"
"2657","IB040929","516"
"2658","KA150149","516"
"2659","KA160269","516"
"2660","KA080036","516"
"2661","IB050095","516"
"2662","KA080013","516"
"2663","CH020356","516"
"2664","TK090070","516"
"2665","KA070316","516"
"2666","KA080323","516"
"2667","KA110300","515"
"2668","CH020317","515"
"2669","KA070046","515"
"2670","TK040110","515"
"2671","KA110272","515"
"2672","KA070245","515"
"2673","YA010206","515"
"2674","GU020263","515"
"2675","NA07000３","515"
"2676","TK130259","515"
"2677","CH020065","515"
"2678","NA060086","515"
"2679","KA160278","515"
"2680","IB010093","515"
"2681","KA070622","515"
"2682","NA060090","515"
"2683","IB010074","515"
"2684","KA150023","515"
"2685","KA110213","515"
"2686","TK060375","515"
"2687","IB040464","515"
"2688","KA070611","515"
"2689","NA060096","515"
"2690","IB070002","515"
"2691","TK130244","515"
"2692","KA070414","515"
"2693","NA030004","515"
"2694","TK040188","515"
"2695","TK060167","515"
"2696","IB090057","515"
"2697","GU040160","515"
"2698","KA160168","515"
"2699","KA150225","515"
"2700","TC030040","515"
"2701","IB040437","515"
"2702","KA110028","515"
"2703","NA010085","515"
"2704","IB080052","515"
"2705","CH010041","515"
"2706","TK040124","515"
"2707","IB040364","515"
"2708","IB080045","515"
"2709","TK130160","515"
"2710","KA070210","514"
"2711","IB050015","514"
"2712","TK130258","514"
"2713","KA150223","514"
"2714","SA020005","514"
"2715","SA020017","514"
"2716","KA070268","514"
"2717","KA150270","514"
"2718","CH040518","514"
"2719","KA170080","514"
"2720","KA150070","514"
"2721","NA060045","514"
"2722","TK060256","514"
"2723","TK050095","514"
"2724","IB080072","514"
"2725","YA040043","514"
"2726","KA070501","514"
"2727","KA150199","514"
"2728","YA010019","514"
"2729","TK060282","514"
"2730","IB100073","514"
"2731","GU030348","514"
"2732","YA010128","514"
"2733","CH020370","514"
"2734","TK040138","514"
"2735","IB100089","514"
"2736","KA150220","514"
"2737","CH040391","514"
"2738","GU020331","514"
"2739","CH020128","514"
"2740","CH040454","514"
"2741","KA150209","514"
"2742","KA150159","513"
"2743","TK130233","513"
"2744","NA060024","513"
"2745","CH040450","513"
"2746","CH040018","513"
"2747","CH030038","513"
"2748","KA070469","513"
"2749","KA120063","513"
"2750","KA170003","513"
"2751","GU030456","513"
"2752","KA070189","513"
"2753","TK060300","513"
"2754","KA110393","513"
"2755","IB070028","513"
"2756","IB070042","513"
"2757","GU050030","513"
"2758","TK040274","513"
"2759","CH040089","513"
"2760","KA110446","513"
"2761","KA110072","513"
"2762","NA060161","513"
"2763","IB040266","513"
"2764","CH020112","513"
"2765","IB050014","513"
"2766","CH040248","513"
"2767","NA030097","513"
"2768","CH040552","513"
"2769","SA090034","513"
"2770","TK040289","513"
"2771","YA010112","512"
"2772","TK130224","512"
"2773","CH040035","512"
"2774","TC030150","512"
"2775","KA110355","512"
"2776","GU030029","512"
"2777","YA010170","512"
"2778","KA110087","512"
"2779","CH040258","512"
"2780","KA070455","512"
"2781","KA010238","512"
"2782","KA180003","512"
"2783","KA150238","512"
"2784","KA110309","512"
"2785","KA010029","512"
"2786","IB080032","512"
"2787","CH020188","512"
"2788","KA070240","512"
"2789","KA080374","512"
"2790","IB090041","512"
"2791","TK060177","512"
"2792","NA060125","512"
"2793","KA020014","512"
"2794","IB040377","512"
"2795","CH040564","512"
"2796","CH010147","512"
"2797","KA040004","512"
"2798","KA110398","512"
"2799","IB040067","512"
"2800","IB040908","512"
"2801","KA160391","512"
"2802","KA160335","512"
"2803","KA070436","512"
"2804","GU010103","512"
"2805","SA020051","512"
"2806","NA060050","512"
"2807","TK060262","512"
"2808","KA080170","512"
"2809","IB040029","512"
"2810","KA070040","512"
"2811","NA030157","511"
"2812","IB040454","511"
"2813","KA080331","511"
"2814","IB010063","511"
"2815","KA110365","511"
"2816","CH010148","511"
"2817","TK060542","511"
"2818","IB010036","511"
"2819","KA040026","511"
"2820","KA070426","511"
"2821","GU020355","511"
"2822","CH040455","511"
"2823","KA070706","511"
"2824","KA070048","511"
"2825","KA150267","511"
"2826","SA090009","511"
"2827","YA010065","511"
"2828","YA010043","511"
"2829","YA010064","511"
"2830","KA010360","511"
"2831","IB050074","511"
"2832","IB100065","511"
"2833","KA010163","511"
"2834","KA120079","511"
"2835","TK130039","511"
"2836","KA120089","511"
"2837","IB040006","511"
"2838","KA160136","511"
"2839","KA160376","511"
"2840","TK050037","511"
"2841","CH030075","511"
"2842","KA110041","511"
"2843","KA070067","511"
"2844","KA110413","511"
"2845","KA150180","510"
"2846","TK060336","510"
"2847","KA140035","510"
"2848","KA120084","510"
"2849","KA100026","510"
"2850","KA160196","510"
"2851","KA080180","510"
"2852","NA060016","510"
"2853","KA150162","510"
"2854","NA030128","510"
"2855","IB070089","510"
"2856","KA150239","510"
"2857","CH020073","510"
"2858","IB010015","510"
"2859","CH040293","510"
"2860","NA030065","510"
"2861","KA080154","510"
"2862","KA150135","510"
"2863","CH020121","510"
"2864","KA160311","510"
"2865","IB040712","510"
"2866","TK090012","510"
"2867","IB080151","510"
"2868","CH010082","510"
"2869","KA040001","510"
"2870","IB040155","510"
"2871","KA110473","510"
"2872","TK060199","510"
"2873","IB040119","510"
"2874","KA120071","510"
"2875","CH020001","510"
"2876","KA110268","510"
"2877","KA110169","510"
"2878","KA120098","510"
"2879","IB080157","510"
"2880","KA070627","510"
"2881","KA070198","510"
"2882","CH040266","509"
"2883","IB040773","509"
"2884","IB040630","509"
"2885","GU010143","509"
"2886","KA080037","509"
"2887","KA070172","509"
"2888","KA070713","509"
"2889","YA010083","509"
"2890","GU040223","509"
"2891","KA070016","509"
"2892","IB080118","509"
"2893","GU020274","509"
"2894","KA110328","509"
"2895","YA010074","509"
"2896","KA080236","509"
"2897","IB010028","509"
"2898","CH020306","509"
"2899","KA150183","509"
"2900","IB080114","509"
"2901","CH040363","509"
"2902","KA080316","509"
"2903","KA070588","509"
"2904","CH020363","509"
"2905","CH040418","509"
"2906","KA080295","509"
"2907","GU040095","509"
"2908","KA110092","509"
"2909","KA070318","509"
"2910","TK130080","509"
"2911","IB040200","509"
"2912","TC030156","509"
"2913","KA110352","509"
"2914","GU030046","508"
"2915","KA070072","508"
"2916","KA110237","508"
"2917","TK040298","508"
"2918","GU030171","508"
"2919","KA010327","508"
"2920","KA070373","508"
"2921","SA030006","508"
"2922","IB100082","508"
"2923","IB010042","508"
"2924","YA010115","508"
"2925","IB050075","508"
"2926","CH040597","508"
"2927","TK060495","508"
"2928","KA110094","508"
"2929","TC030203","508"
"2930","IB010106","508"
"2931","TK060143","508"
"2932","CH010074","508"
"2933","TK130111","508"
"2934","IB100092","508"
"2935","KA110140","508"
"2936","KA080016","508"
"2937","KA080292","508"
"2938","KA040034","508"
"2939","NA050010","508"
"2940","KA110462","508"
"2941","KA170074","508"
"2942","TK040288","507"
"2943","TC030142","507"
"2944","YA010037","507"
"2945","CH040591","507"
"2946","KA110356","507"
"2947","KA020030","507"
"2948","TC030178","507"
"2949","IB080148","507"
"2950","IB040896","507"
"2951","KA020042","507"
"2952","KA010103","507"
"2953","IB080102","507"
"2954","KA070461","507"
"2955","IB040796","507"
"2956","KA110181","507"
"2957","CH010047","507"
"2958","IB040327","507"
"2959","IB040462","507"
"2960","YA010099","507"
"2961","TK130159","507"
"2962","GU020065","507"
"2963","CH010032","507"
"2964","NA030139","507"
"2965","TK130052","507"
"2966","CH040310","507"
"2967","SA130019","507"
"2968","GU010055","507"
"2969","TC030151","507"
"2970","TK090044","507"
"2971","TC030159","507"
"2972","IB040236","507"
"2973","KA080347","507"
"2974","CH010040","507"
"2975","CH040215","507"
"2976","KA160092","506"
"2977","KA110021","506"
"2978","NA060077","506"
"2979","YA010213","506"
"2980","IB050034","506"
"2981","IB070005","506"
"2982","IB040681","506"
"2983","KA110258","506"
"2984","KA100055","506"
"2985","IB010117","506"
"2986","TK130057","506"
"2987","CH040434","506"
"2988","NA060144","506"
"2989","KA110215","506"
"2990","KA150032","506"
"2991","CH040441","506"
"2992","KA110269","506"
"2993","NA030021","506"
"2994","KA110117","506"
"2995","KA070608","506"
"2996","KA080281","506"
"2997","IB050002","506"
"2998","CH040304","506"
"2999","KA020082","506"
"3000","IB040466","506"
"3001","KA150257","506"
"3002","NA070004","506"
"3003","TK050141","506"
"3004","CH040297","506"
"3005","IB040937","506"
"3006","KA160336","506"
"3007","TC030162","506"
"3008","KA070579","506"
"3009","GU020195","506"
"3010","KA160203","506"
"3011","KA160190","506"
"3012","GU020315","506"
"3013","GU010033","506"
"3014","CH040295","506"
"3015","KA010441","505"
"3016","NA060013","505"
"3017","KA120002","505"
"3018","CH040305","505"
"3019","KA070074","505"
"3020","KA110281","505"
"3021","YA010069","505"
"3022","IB040772","505"
"3023","CH020052","505"
"3024","KA010188","505"
"3025","TC030099","505"
"3026","GU030247","505"
"3027","IB040360","505"
"3028","GU030229","505"
"3029","GU030180","505"
"3030","KA010326","505"
"3031","TK130263","505"
"3032","IB100086","505"
"3033","KA070620","505"
"3034","CH040328","505"
"3035","NA060107","505"
"3036","KA110405","505"
"3037","KA010354","505"
"3038","IB050049","505"
"3039","IB080096","505"
"3040","KA070547","505"
"3041","SA090028","505"
"3042","KA150203","505"
"3043","KA150100","505"
"3044","TK040152","505"
"3045","YA040023","505"
"3046","KA150204","505"
"3047","SA090017","505"
"3048","KA150066","504"
"3049","GU020353","504"
"3050","IB070099","504"
"3051","CH030011","504"
"3052","KA160192","504"
"3053","YA010057","504"
"3054","YA010041","504"
"3055","CH010100","504"
"3056","KA010014","504"
"3057","KA010261","504"
"3058","KA160182","504"
"3059","KA080319","504"
"3060","SA130001","504"
"3061","GU010046","504"
"3062","IB080088","504"
"3063","TC040007","504"
"3064","CH020292","504"
"3065","IB100107","504"
"3066","KA160052","504"
"3067","TK130171","504"
"3068","GU030217","504"
"3069","KA080063","504"
"3070","SA030005","504"
"3071","TC030129","504"
"3072","KA070365","504"
"3073","GU030169","504"
"3074","CH020057","504"
"3075","IB040905","504"
"3076","KA070234","504"
"3077","KA110113","503"
"3078","KA110120","503"
"3079","YA010192","503"
"3080","GU030214","503"
"3081","KA150164","503"
"3082","IB040830","503"
"3083","CH040274","503"
"3084","CH010109","503"
"3085","TK060130","503"
"3086","IB040456","503"
"3087","CH020408","503"
"3088","CH040267","503"
"3089","KA070478","503"
"3090","CH020372","503"
"3091","CH040015","503"
"3092","IB040131","503"
"3093","CH030050","503"
"3094","KA110076","503"
"3095","IB040638","503"
"3096","KA070368","503"
"3097","TC030132","503"
"3098","KA010095","503"
"3099","TK040084","503"
"3100","KA110316","503"
"3101","CH020285","503"
"3102","IB070011","503"
"3103","IB080109","503"
"3104","CH020035","503"
"3105","KA020028","503"
"3106","IB040597","503"
"3107","KA010265","503"
"3108","TK060042","503"
"3109","IB040419","502"
"3110","CH040531","502"
"3111","KA110129","502"
"3112","IB040751","502"
"3113","CH040122","502"
"3114","KA070007","502"
"3115","IB040808","502"
"3116","CH040347","502"
"3117","NA060109","502"
"3118","IB040801","502"
"3119","KA160200","502"
"3120","IB040684","502"
"3121","IB040938","502"
"3122","YA040047","502"
"3123","YA010100","502"
"3124","KA010430","502"
"3125","IB070045","502"
"3126","KA040068","502"
"3127","YA010009","502"
"3128","KA170083","502"
"3129","IB010018","502"
"3130","KA070395","502"
"3131","IB040009","502"
"3132","KA040073","502"
"3133","KA150092","502"
"3134","CH020318","502"
"3135","IB080153","502"
"3136","KA160368","502"
"3137","KA070446","502"
"3138","IB040754","502"
"3139","IB080154","502"
"3140","SA010069","502"
"3141","TK130175","502"
"3142","GU020308","502"
"3143","IB070020","502"
"3144","CH040365","502"
"3145","KA010383","501"
"3146","KA150148","501"
"3147","KA150003","501"
"3148","KA120033","501"
"3149","KA160047","501"
"3150","GU010079","501"
"3151","KA150010","501"
"3152","IB040741","501"
"3153","IB100091","501"
"3154","IB080152","501"
"3155","GU030433","501"
"3156","TK040282","501"
"3157","KA080375","501"
"3158","YA010144","501"
"3159","KA070255","501"
"3160","IB040222","501"
"3161","KA020056","501"
"3162","KA160273","501"
"3163","GU030299","501"
"3164","NA060099","501"
"3165","TK130141","501"
"3166","CH040217","501"
"3167","CH040472","501"
"3168","CH040482","501"
"3169","CH030076","501"
"3170","TK040286","501"
"3171","KA070070","501"
"3172","KA050012","501"
"3173","KA070117","501"
"3174","TK150071","501"
"3175","CH010078","501"
"3176","GU020022","501"
"3177","KA110051","501"
"3178","KA100065","501"
"3179","CH020161","501"
"3180","TK130199","501"
"3181","TK090061","501"
"3182","IB100037","501"
"3183","TK040203","501"
"3184","KA020089","501"
"3185","TK040262","501"
"3186","YA010200","500"
"3187","TK060429","500"
"3188","TK130056","500"
"3189","GU010126","500"
"3190","GU020290","500"
"3191","KA150243","500"
"3192","KA110358","500"
"3193","KA160306","500"
"3194","CH040303","500"
"3195","GU030161","500"
"3196","YA010002","500"
"3197","KA020065","500"
"3198","KA070302","500"
"3199","GU020024","500"
"3200","YA010106","500"
"3201","KA110082","500"
"3202","SA020063","500"
"3203","KA170082","500"
"3204","NA060120","500"
"3205","CH010101","500"
"3206","KA100041","500"
"3207","CH020078","500"
"3208","IB020008","500"
"3209","IB050024","500"
"3210","IB040004","500"
"3211","IB040077","500"
"3212","IB010048","500"
"3213","GU020142","500"
"3214","IB010046","500"
"3215","CH040124","500"
"3216","KA080164","500"
"3217","YA010052","500"
"3218","NA010077","500"
"3219","KA070190","500"
"3220","KA160382","500"
"3221","KA070319","500"
"3222","IB040304","499"
"3223","KA150190","499"
"3224","KA110205","499"
"3225","KA040035","499"
"3226","TK060524","499"
"3227","NA030001","499"
"3228","IB040705","499"
"3229","CH040032","499"
"3230","NA060112","499"
"3231","IB040675","499"
"3232","KA110238","499"
"3233","KA040027","499"
"3234","IB040817","499"
"3235","IB100030","499"
"3236","KA150045","499"
"3237","GU030409","499"
"3238","GU020363","499"
"3239","TK130213","499"
"3240","CH040301","499"
"3241","NA070001","499"
"3242","TK080008","499"
"3243","IB040913","499"
"3244","CH030012","499"
"3245","SA060005","499"
"3246","TK040265","499"
"3247","KA080386","498"
"3248","SA020061","498"
"3249","GU010074","498"
"3250","TC030066","498"
"3251","KA010005","498"
"3252","IB100087","498"
"3253","KA040020","498"
"3254","KA160104","498"
"3255","KA140008","498"
"3256","NA060010","498"
"3257","IB040708","498"
"3258","KA110168","498"
"3259","KA110064","498"
"3260","KA020045","498"
"3261","GU010004","498"
"3262","KA070275","498"
"3263","KA100054","498"
"3264","KA160207","498"
"3265","GU030224","498"
"3266","KA160318","498"
"3267","KA110171","498"
"3268","NA030107","498"
"3269","IB040747","498"
"3270","KA160262","498"
"3271","IB040878","498"
"3272","TK060263","498"
"3273","TC030061","498"
"3274","TK130217","498"
"3275","KA070530","498"
"3276","GU010131","498"
"3277","GU030295","498"
"3278","KA160341","498"
"3279","KA110019","497"
"3280","KA010381","497"
"3281","NA030051","497"
"3282","KA080348","497"
"3283","KA020058","497"
"3284","SA130027","497"
"3285","YA010086","497"
"3286","YA010096","497"
"3287","KA160157","497"
"3288","CH040315","497"
"3289","GU030122","497"
"3290","GU030117","497"
"3291","KA070406","497"
"3292","KA150056","497"
"3293","IB010007","497"
"3294","KA160188","497"
"3295","GU020021","497"
"3296","GU020322","497"
"3297","KA150188","497"
"3298","CH020307","497"
"3299","KA080291","497"
"3300","GU020221","497"
"3301","GU030098","497"
"3302","KA110279","497"
"3303","KA010024","497"
"3304","KA110266","497"
"3305","IB040566","497"
"3306","TK130169","497"
"3307","TK140052","497"
"3308","KA110477","497"
"3309","GU010118","497"
"3310","CH010129","497"
"3311","KA070057","497"
"3312","KA150249","497"
"3313","YA010088","497"
"3314","TK040180","497"
"3315","KA070127","497"
"3316","KA150265","497"
"3317","KA010023","497"
"3318","KA160164","497"
"3319","IB010069","497"
"3320","TK060339","497"
"3321","IB040846","497"
"3322","KA010364","497"
"3323","CH040430","497"
"3324","SA030007","497"
"3325","KA110217","497"
"3326","TK140025","497"
"3327","IB080090","496"
"3328","KA070199","496"
"3329","YA010166","496"
"3330","NA060071","496"
"3331","YA010008","496"
"3332","KA160322","496"
"3333","GU020038","496"
"3334","GU050012","496"
"3335","CH020090","496"
"3336","SA090030","496"
"3337","IB010005","496"
"3338","GU030238","496"
"3339","KA010134","496"
"3340","CH020106","496"
"3341","KA110216","496"
"3342","IB040586","496"
"3343","IB050089","496"
"3344","KA110234","496"
"3345","KA070707","496"
"3346","KA150051","496"
"3347","KA150246","496"
"3348","KA150073","496"
"3349","KA150111","496"
"3350","KA160007","496"
"3351","CH020326","496"
"3352","KA110089","496"
"3353","KA160175","496"
"3354","KA080328","496"
"3355","KA010250","496"
"3356","TK060510","496"
"3357","KA070401","496"
"3358","KA020050","496"
"3359","TK130065","496"
"3360","KA010008","496"
"3361","TK060498","496"
"3362","CH040139","496"
"3363","KA120087","496"
"3364","KA070137","495"
"3365","TC030051","495"
"3366","CH030062","495"
"3367","CH040386","495"
"3368","NA060008","495"
"3369","NA060169","495"
"3370","KA110444","495"
"3371","GU020190","495"
"3372","KA070689","495"
"3373","IB080081","495"
"3374","NA060058","495"
"3375","IB040794","495"
"3376","SA020010","495"
"3377","IB040713","495"
"3378","KA150029","495"
"3379","IB040207","495"
"3380","IB050056","495"
"3381","TK040229","495"
"3382","NA060111","495"
"3383","KA110449","495"
"3384","IB010003","495"
"3385","KA170081","495"
"3386","GU030415","495"
"3387","KA120030","495"
"3388","CH040004","495"
"3389","KA010309","495"
"3390","KA100040","495"
"3391","KA070672","495"
"3392","CH040410","495"
"3393","KA110165","495"
"3394","KA040076","495"
"3395","CH020327","495"
"3396","CH040059","495"
"3397","KA070012","495"
"3398","TK050060","495"
"3399","KA070093","495"
"3400","GU040172","495"
"3401","IB040881","495"
"3402","IB040753","495"
"3403","KA160096","495"
"3404","GU020169","495"
"3405","KA160132","495"
"3406","SA050040","495"
"3407","KA080322","495"
"3408","TK060357","495"
"3409","TK060579","495"
"3410","IB040132","495"
"3411","KA010292","495"
"3412","IB040118","495"
"3413","NA060021","494"
"3414","NA030069","494"
"3415","NA060075","494"
"3416","TK060404","494"
"3417","KA050002","494"
"3418","TK150067","494"
"3419","KA160345","494"
"3420","TK060221","494"
"3421","KA080239","494"
"3422","CH020240","494"
"3423","CH010080","494"
"3424","IB040895","494"
"3425","GU020098","494"
"3426","CH040288","494"
"3427","KA020036","494"
"3428","KA040029","494"
"3429","NA060147","494"
"3430","TC030044","494"
"3431","IB010068","494"
"3432","KA110455","494"
"3433","KA100031","494"
"3434","KA110465","494"
"3435","KA080039","494"
"3436","YA040067","494"
"3437","KA140039","494"
"3438","YA040052","494"
"3439","KA070086","494"
"3440","GU020339","494"
"3441","KA100057","494"
"3442","KA150125","494"
"3443","KA050005","494"
"3444","CH040528","494"
"3445","NA030078","494"
"3446","IB040536","494"
"3447","IB080130","494"
"3448","GU030448","493"
"3449","KA070201","493"
"3450","CH040412","493"
"3451","CH030015","493"
"3452","CH040471","493"
"3453","IB080062","493"
"3454","KA160339","493"
"3455","KA120001","493"
"3456","GU010140","493"
"3457","TK060283","493"
"3458","GU030454","493"
"3459","KA070111","493"
"3460","TC030144","493"
"3461","CH010098","493"
"3462","KA070001","493"
"3463","CH040219","493"
"3464","NA060102","493"
"3465","TK040113","493"
"3466","IB070071","493"
"3467","KA160155","493"
"3468","IB080048","493"
"3469","TK060525","493"
"3470","IB040515","493"
"3471","GU020335","493"
"3472","CH010165","493"
"3473","KA070217","493"
"3474","IB070033","493"
"3475","KA150097","493"
"3476","TK090057","493"
"3477","KA160030","493"
"3478","GU020140","493"
"3479","IB070100","493"
"3480","GU030468","493"
"3481","GU020130","493"
"3482","KA150273","493"
"3483","IB040521","493"
"3484","SA130023","493"
"3485","CH040183","493"
"3486","TK060239","493"
"3487","GU050013","493"
"3488","KA030012","493"
"3489","GU030351","493"
"3490","SA090014","492"
"3491","TK060439","492"
"3492","CH040491","492"
"3493","KA110207","492"
"3494","GU030273","492"
"3495","KA150211","492"
"3496","TK060526","492"
"3497","KA070444","492"
"3498","KA080124","492"
"3499","KA170051","492"
"3500","IB080131","492"
"3501","KA110435","492"
"3502","KA110426","492"
"3503","KA040043","492"
"3504","CH020168","492"
"3505","KA150012","492"
"3506","KA040033","492"
"3507","TK060202","492"
"3508","CH040380","492"
"3509","KA010343","492"
"3510","GU010018","492"
"3511","KA010031","492"
"3512","CH040247","492"
"3513","IB100021","492"
"3514","TK040295","492"
"3515","KA070408","492"
"3516","SA130018","492"
"3517","GU030172","492"
"3518","CH020109","492"
"3519","KA110260","492"
"3520","TK130178","492"
"3521","TC030025","492"
"3522","NA060047","492"
"3523","KA110149","492"
"3524","CH030052","492"
"3525","NA030142","492"
"3526","KA150134","492"
"3527","KA160208","492"
"3528","KA010427","492"
"3529","CH020319","492"
"3530","KA070045","492"
"3531","GU040072","492"
"3532","IB040674","492"
"3533","KA080215","492"
"3534","NA010094","492"
"3535","IB020025","492"
"3536","YA010119","491"
"3537","YA010059","491"
"3538","KA120088","491"
"3539","NA010033","491"
"3540","KA080038","491"
"3541","IB040520","491"
"3542","CH040223","491"
"3543","YA010156","491"
"3544","IB070064","491"
"3545","TK130183","491"
"3546","NA060093","491"
"3547","KA110007","491"
"3548","CH030020","491"
"3549","IB080038","491"
"3550","KA080260","491"
"3551","TK130156","491"
"3552","IB040386","491"
"3553","KA170038","491"
"3554","GU020019","491"
"3555","KA160327","491"
"3556","IB080036","491"
"3557","IB010002","491"
"3558","KA110107","491"
"3559","KA070424","491"
"3560","IB070021","491"
"3561","KA070101","491"
"3562","KA010435","491"
"3563","GU030443","491"
"3564","GU040163","490"
"3565","TK040224","490"
"3566","TK040245","490"
"3567","CH040582","490"
"3568","IB040543","490"
"3569","KA070220","490"
"3570","KA150098","490"
"3571","KA150258","490"
"3572","TK130051","490"
"3573","CH020189","490"
"3574","KA150027","490"
"3575","KA110097","490"
"3576","KA150050","490"
"3577","KA010124","490"
"3578","TK060324","490"
"3579","NA030121","490"
"3580","IB050143","490"
"3581","KA070013","490"
"3582","KA140038","490"
"3583","KA070528","490"
"3584","GU010037","490"
"3585","IB040862","490"
"3586","NA060064","490"
"3587","GU010120","490"
"3588","SA050032","490"
"3589","CH040431","490"
"3590","TK040250","490"
"3591","KA160259","490"
"3592","KA080313","490"
"3593","KA110275","490"
"3594","IB010032","490"
"3595","KA110376","490"
"3596","NA030025","490"
"3597","GU040079","490"
"3598","KA040032","490"
"3599","TC030123","490"
"3600","IB040687","490"
"3601","KA080311","490"
"3602","IB040633","490"
"3603","IB040614","490"
"3604","IB020029","490"
"3605","IB040902","490"
"3606","IB040620","489"
"3607","KA100064","489"
"3608","NA060155","489"
"3609","KA020009","489"
"3610","TK040244","489"
"3611","IB080084","489"
"3612","IB010091","489"
"3613","CH020398","489"
"3614","KA140041","489"
"3615","KA150108","489"
"3616","KA160166","489"
"3617","KA170013","489"
"3618","IB100029","489"
"3619","NA030111","489"
"3620","GU010139","489"
"3621","IB040152","489"
"3622","KA080270","489"
"3623","KA020090","489"
"3624","TC030010","489"
"3625","GU040155","489"
"3626","CH020117","489"
"3627","TK090064","489"
"3628","CH040106","489"
"3629","TC030009","489"
"3630","TK140011","489"
"3631","CH020111","489"
"3632","KA080269","489"
"3633","IB040002","489"
"3634","GU030145","489"
"3635","KA150230","489"
"3636","CH040439","489"
"3637","TK060013","489"
"3638","NA060032","489"
"3639","KA070222","489"
"3640","IB040157","489"
"3641","KA080217","489"
"3642","NA030003","489"
"3643","TC040017","488"
"3644","CH010119","488"
"3645","KA040017","488"
"3646","IB040060","488"
"3647","IB070054","488"
"3648","KA110164","488"
"3649","KA100049","488"
"3650","NA060020","488"
"3651","IB010052","488"
"3652","IB040516","488"
"3653","KA080061","488"
"3654","IB080055","488"
"3655","CH010111","488"
"3656","GU040147","488"
"3657","TK040261","488"
"3658","SA090001","488"
"3659","TK130220","488"
"3660","GU020117","488"
"3661","KA080151","488"
"3662","GU030350","488"
"3663","KA070202","488"
"3664","KA110387","488"
"3665","IB040202","488"
"3666","SA050006","488"
"3667","SA020006","488"
"3668","KA160080","488"
"3669","IB080164","488"
"3670","CH010084","488"
"3671","TK150070","488"
